time,pue,rack0_id,rack0_position,rack0_cpu_load,rack0_power_draw,rack0_inlet_temp,rack0_exhaust_temp,rack1_id,rack1_position,rack1_cpu_load,rack1_power_draw,rack1_inlet_temp,rack1_exhaust_temp,rack2_id,rack2_position,rack2_cpu_load,rack2_power_draw,rack2_inlet_temp,rack2_exhaust_temp,room_average_temp,room_max_temp,room_min_temp,room_humidity,pue
10.000000000000007,1.1894662068698487,0,"[2, 2]",0.3,650.0,28.08080259145679,93.08080259145679,1,"[7, 3]",0.4,700.0,28.333552312381215,98.33355231238122,2,"[5, 7]",0.3,650.0,28.09519795325017,93.09519795325016,24.996222095965585,28.341156450604586,18.937857724005752,50.49916708323414,1.1894662068698487
